Page ID,Model Name,Ground Truth,OCR Text,Edit Distance
107907,OpenSeg / V-01.05.01.00,"जैसे,",होता,5
107907,OpenSeg / V-01.05.01.00,"कण्टक,",है,6
107907,OpenSeg / V-01.05.01.00,ठण्ड।,"जैसे,",5
107907,OpenSeg / V-01.05.01.00,क,"कण्टक,",5
107907,OpenSeg / V-01.05.01.00,गोर,ठण्ढ।,5
107907,OpenSeg / V-01.05.01.00,व,कीर,3
107907,OpenSeg / V-01.05.01.00,योग,घे,3
107907,OpenSeg / V-01.05.01.00,व,योगमें,6
107907,OpenSeg / V-01.05.01.00,कके,र,3
107907,OpenSeg / V-01.05.01.00,नीचे,कके,3
107907,OpenSeg / V-01.05.01.00,लिखा,जीचे,4
107907,OpenSeg / V-01.05.01.00,जाता,लिखा,3
107907,OpenSeg / V-01.05.01.00,"है,",जाता,4
107907,OpenSeg / V-01.05.01.00,जसे,"है,",3
107907,OpenSeg / V-01.05.01.00,क।,जसे,3
107907,OpenSeg / V-01.05.01.00,जब,क।,2
107907,OpenSeg / V-01.05.01.00,पका,जन,3
107907,OpenSeg / V-01.05.01.00,संगोगट,पका,6
107907,OpenSeg / V-01.05.01.00,या,संगोग,5
107907,OpenSeg / V-01.05.01.00,उसे,न,3
107907,OpenSeg / V-01.05.01.00,होता,या,3
107907,OpenSeg / V-01.05.01.00,"है,",ठसे,3
107907,OpenSeg / V-01.05.01.00,तब,होता,3
107907,OpenSeg / V-01.05.01.00,वह,"है,",3
107907,OpenSeg / V-01.05.01.00,इन,तब,2
107907,OpenSeg / V-01.05.01.00,अक्षरोंके,घाह,9
107907,OpenSeg / V-01.05.01.00,ऊपर,इन,3
107907,OpenSeg / V-01.05.01.00,लिखा,अराफ,4
107907,OpenSeg / V-01.05.01.00,जाता,ठपर,4
107907,OpenSeg / V-01.05.01.00,"है,",लि्ना,5
107907,OpenSeg / V-01.05.01.00,जैसे,जाताह;,5
107907,OpenSeg / V-01.05.01.00,"एए,,",है।,4
107907,OpenSeg / V-01.05.01.00,प्ट।,"जैसे,,",6
107907,OpenSeg / V-01.05.01.00,के,क,1
107907,OpenSeg / V-01.05.01.00,साथ,दके,3
107907,OpenSeg / V-01.05.01.00,"ण,न,म,य,र",लाथ,9
107907,OpenSeg / V-01.05.01.00,और,"ण,",2
107907,OpenSeg / V-01.05.01.00,बका,"न,",3
107907,OpenSeg / V-01.05.01.00,योग,"म,",3
107907,OpenSeg / V-01.05.01.00,होनेपर,"य,'",6
107907,OpenSeg / V-01.05.01.00,संयुक्त.,और,8
107907,OpenSeg / V-01.05.01.00,रूप,बका,3
107907,OpenSeg / V-01.05.01.00,इस,योग,3
107907,OpenSeg / V-01.05.01.00,प्रकार,होनेपर,5
107907,OpenSeg / V-01.05.01.00,होते,संय्रुल-रप,10
107907,OpenSeg / V-01.05.01.00,"हैं,",मर,4
107907,OpenSeg / V-01.05.01.00,"स,ह,हा,हा,","पकारहोतेहै,",8
107907,OpenSeg / V-01.05.01.00,ह।,दोते,4
107907,OpenSeg / V-01.05.01.00,शब्दोंके,"है,।,",8
107907,OpenSeg / V-01.05.01.00,उच्चारणके,क,8
107907,OpenSeg / V-01.05.01.00,नियम।,"हग,",5
107907,OpenSeg / V-01.05.01.00,हिन्दीमें,"ह,",8
107907,OpenSeg / V-01.05.01.00,सभी,क।,3
107907,OpenSeg / V-01.05.01.00,शब्द,शतठोंके,6
107907,OpenSeg / V-01.05.01.00,स्वरान्त,उच्चारणके,8
107907,OpenSeg / V-01.05.01.00,लिखे,नियम,3
107907,OpenSeg / V-01.05.01.00,जाते,'हिन्दीमं,9
107907,OpenSeg / V-01.05.01.00,"हैं,",सभी,4
107907,OpenSeg / V-01.05.01.00,पर,शनद,3
107907,OpenSeg / V-01.05.01.00,कविताको,स्यरान्त,7
107907,OpenSeg / V-01.05.01.00,छोड़,लिल,4
107907,OpenSeg / V-01.05.01.00,सर्वत्र,जाते,6
107907,OpenSeg / V-01.05.01.00,अकारान्त,"हैं,",8
107907,OpenSeg / V-01.05.01.00,शब्दोंका,पर,8
107907,OpenSeg / V-01.05.01.00,उच्चारण,कविताको,6
107907,OpenSeg / V-01.05.01.00,व्यञ्जनान्त,छोड,11
107907,OpenSeg / V-01.05.01.00,होता,सर्यग्र,7
107907,OpenSeg / V-01.05.01.00,है:,अकारान्त,8
107907,OpenSeg / V-01.05.01.00,"जैसे,",शचोंका,6
107907,OpenSeg / V-01.05.01.00,"भारत,",उशारण,4
107907,OpenSeg / V-01.05.01.00,राम।,लखनान्त,6
107907,OpenSeg / V-01.05.01.00,यहांत,होताहे,5
107907,OpenSeg / V-01.05.01.00,और,है,2
107907,OpenSeg / V-01.05.01.00,म,"जैसे,",5
107907,OpenSeg / V-01.05.01.00,स्वरान्त,"भारत,",7
107907,OpenSeg / V-01.05.01.00,"हैं,",राम।,4
107907,OpenSeg / V-01.05.01.00,पर,यहा,3
107907,OpenSeg / V-01.05.01.00,इनका,त,4
107907,OpenSeg / V-01.05.01.00,उकारण,औौर,4
107907,OpenSeg / V-01.05.01.00,इस,म,2
107907,OpenSeg / V-01.05.01.00,प्रकार,स्वरान्त,6
107907,OpenSeg / V-01.05.01.00,होता,"ह,",3
107907,OpenSeg / V-01.05.01.00,"है,",पर,3
107907,OpenSeg / V-01.05.01.00,मानो,इनका।,5
107907,OpenSeg / V-01.05.01.00,त,उवाारण,6
107907,OpenSeg / V-01.05.01.00,और,इस,2
107907,OpenSeg / V-01.05.01.00,ममें,प्रकार,6
107907,OpenSeg / V-01.05.01.00,अकार,होता,4
107907,OpenSeg / V-01.05.01.00,है,"है,",1
107907,OpenSeg / V-01.05.01.00,ही,मानो,4
107907,OpenSeg / V-01.05.01.00,नहीं।,त,5
107907,OpenSeg / V-01.05.01.00,दो,और,2
107907,OpenSeg / V-01.05.01.00,अकारान्त,ममे,8
107907,OpenSeg / V-01.05.01.00,अक्षरोंके,अकार,6
107907,OpenSeg / V-01.05.01.00,शब्दोंका,ह,8
107907,OpenSeg / V-01.05.01.00,उच्चारण,ही,7
107907,OpenSeg / V-01.05.01.00,करनेके,नहीं,5
107907,OpenSeg / V-01.05.01.00,समय,दो,3
107907,OpenSeg / V-01.05.01.00,दूसरा,अकारान्त,6
107907,OpenSeg / V-01.05.01.00,व्यञ्जनान्त,बासंे,10
107907,OpenSeg / V-01.05.01.00,बोला,श्दोंका,5
107907,OpenSeg / V-01.05.01.00,जाता,उचारण,4
107907,OpenSeg / V-01.05.01.00,"है,",कलेके,5
107907,OpenSeg / V-01.05.01.00,"जैसे,",समय॥,5
107907,OpenSeg / V-01.05.01.00,"फल,",ह,3
107907,OpenSeg / V-01.05.01.00,वल।,"ह्,",3
107907,OpenSeg / V-01.05.01.00,Sir,जाता,4
107907,OpenSeg / V-01.05.01.00,इसी,है,3
107907,OpenSeg / V-01.05.01.00,Satguru,सा,7
107907,OpenSeg / V-01.05.01.00,प्रकार,सझ्,6
107907,OpenSeg / V-01.05.01.00,Jagjit,कु,6
107907,OpenSeg / V-01.05.01.00,Singh,न',5
107907,OpenSeg / V-01.05.01.00,तीन,इसषृ,4
107907,OpenSeg / V-01.05.01.00,Ji,वपा,3
107907,OpenSeg / V-01.05.01.00,अक्षरोंके,ह््रह,7
107907,OpenSeg / V-01.05.01.00,eLibrary,कु,8
107907,OpenSeg / V-01.05.01.00,शब्दोंमें,म्रनर,8
107907,OpenSeg / V-01.05.01.00,NamdhariElibrary@gmail.com,दों,26
107907,OpenSeg / V-01.05.01.00,"तीसरा,",कै.,6
107907,OpenSeg / V-01.05.01.00,चारमै,,5
107907,OpenSeg / V-01.05.01.00,दूसरा,,5
107907,OpenSeg / V-01.05.01.00,और,,2
107907,GoogleOCR / GoogleOCR,११,११.1.,3
107907,GoogleOCR / GoogleOCR,ढ,ढके,2
107907,GoogleOCR / GoogleOCR,के,साथ,3
107907,GoogleOCR / GoogleOCR,साथ,जय,3
107907,GoogleOCR / GoogleOCR,जय,य,1
107907,GoogleOCR / GoogleOCR,य,जुड़ता,6
107907,GoogleOCR / GoogleOCR,जुड़ता,"है,",6
107907,GoogleOCR / GoogleOCR,"है,",तब,3
107907,GoogleOCR / GoogleOCR,तब,उनके,4
107907,GoogleOCR / GoogleOCR,उनके,रूप,4
107907,GoogleOCR / GoogleOCR,रूप,इस,3
107907,GoogleOCR / GoogleOCR,इस,प्रकार,6
107907,GoogleOCR / GoogleOCR,प्रकार,होते,6
107907,GoogleOCR / GoogleOCR,होते,"हैं:--पप,",8
107907,GoogleOCR / GoogleOCR,"हैं:--पप,","ट्य,",8
107907,GoogleOCR / GoogleOCR,"ट्य,","टन,",2
107907,GoogleOCR / GoogleOCR,"टन,","इय,",2
107907,GoogleOCR / GoogleOCR,"इय,",ढ्य।,3
107907,GoogleOCR / GoogleOCR,ढ्य।,जय,3
107907,GoogleOCR / GoogleOCR,जय,ण,2
107907,GoogleOCR / GoogleOCR,ण,किसी,4
107907,GoogleOCR / GoogleOCR,किसी,अन्य,4
107907,GoogleOCR / GoogleOCR,अन्य,व्यञ्जनसे,8
107907,GoogleOCR / GoogleOCR,व्यञ्जनसे,मिल,9
107907,GoogleOCR / GoogleOCR,मिल,जाता,4
107907,GoogleOCR / GoogleOCR,जाता,"है,",4
107907,GoogleOCR / GoogleOCR,"है,",तब,3
107907,GoogleOCR / GoogleOCR,तब,उसकी,4
107907,GoogleOCR / GoogleOCR,उसकी,खड़ी,3
107907,GoogleOCR / GoogleOCR,खड़ी,रेखा,4
107907,GoogleOCR / GoogleOCR,रेखा,गिर,4
107907,GoogleOCR / GoogleOCR,गिर,जाती,4
107907,GoogleOCR / GoogleOCR,जाती,है,4
107907,GoogleOCR / GoogleOCR,है।,कौर,3
107907,GoogleOCR / GoogleOCR,कौर,जब,3
107907,GoogleOCR / GoogleOCR,जब,अपने,4
107907,GoogleOCR / GoogleOCR,अपने,घर्गके,5
107907,GoogleOCR / GoogleOCR,धर्मफे,व्यञ्जनोंसे,9
107907,GoogleOCR / GoogleOCR,व्यञ्जनोंसे,मिलता,11
107907,GoogleOCR / GoogleOCR,मिलता,"है,",5
107907,GoogleOCR / GoogleOCR,"है,",तब,3
107907,GoogleOCR / GoogleOCR,तब,भी,2
107907,GoogleOCR / GoogleOCR,भी,रूप,3
107907,GoogleOCR / GoogleOCR,रूप,इसी,3
107907,GoogleOCR / GoogleOCR,इसी,प्रकार,6
107907,GoogleOCR / GoogleOCR,प्रकार,बदल,6
107907,GoogleOCR / GoogleOCR,बदल,जाता,4
107907,GoogleOCR / GoogleOCR,जाता,है।,4
107907,GoogleOCR / GoogleOCR,है।,पर,3
107907,GoogleOCR / GoogleOCR,पर,उच्चारण,6
107907,GoogleOCR / GoogleOCR,उच्चारण,नके,7
107907,GoogleOCR / GoogleOCR,नके,समान,4
107907,GoogleOCR / GoogleOCR,समान,होता,4
107907,GoogleOCR / GoogleOCR,होता,है;,3
107907,GoogleOCR / GoogleOCR,है;,"जैसे,",4
107907,GoogleOCR / GoogleOCR,"जैसे,","कटक,",4
107907,GoogleOCR / GoogleOCR,"कण्टक,",ठण्ड।,4
107907,GoogleOCR / GoogleOCR,ठण्ड।,क,5
107907,GoogleOCR / GoogleOCR,क,गोरे,4
107907,GoogleOCR / GoogleOCR,गोर,व,3
107907,GoogleOCR / GoogleOCR,व,योगमें,6
107907,GoogleOCR / GoogleOCR,योग,व,3
107907,GoogleOCR / GoogleOCR,व,कके,3
107907,GoogleOCR / GoogleOCR,कके,नीचे,3
107907,GoogleOCR / GoogleOCR,नीचे,लिखा,4
107907,GoogleOCR / GoogleOCR,लिखा,जाता,3
107907,GoogleOCR / GoogleOCR,जाता,"है,",4
107907,GoogleOCR / GoogleOCR,"है,",जसे,3
107907,GoogleOCR / GoogleOCR,जसे,क।,3
107907,GoogleOCR / GoogleOCR,क।,जब,2
107907,GoogleOCR / GoogleOCR,जब,पका,3
107907,GoogleOCR / GoogleOCR,पका,संगोगट,6
107907,GoogleOCR / GoogleOCR,संगोगट,या,6
107907,GoogleOCR / GoogleOCR,या,उसे,3
107907,GoogleOCR / GoogleOCR,उसे,होता,4
107907,GoogleOCR / GoogleOCR,होता,"है,",3
107907,GoogleOCR / GoogleOCR,"है,",तब,3
107907,GoogleOCR / GoogleOCR,तब,यह,2
107907,GoogleOCR / GoogleOCR,वह,इन,2
107907,GoogleOCR / GoogleOCR,इन,अक्षरोंके,9
107907,GoogleOCR / GoogleOCR,अक्षरोंके,ऊपर,8
107907,GoogleOCR / GoogleOCR,ऊपर,लिखा,4
107907,GoogleOCR / GoogleOCR,लिखा,जाता,3
107907,GoogleOCR / GoogleOCR,जाता,"है,",4
107907,GoogleOCR / GoogleOCR,"है,",जैसे,3
107907,GoogleOCR / GoogleOCR,जैसे,"ए,",4
107907,GoogleOCR / GoogleOCR,"एए,,",ए,3
107907,GoogleOCR / GoogleOCR,प्ट।,के,4
107907,GoogleOCR / GoogleOCR,के,साथ,3
107907,GoogleOCR / GoogleOCR,साथ,"ण,न,म,य,र",9
107907,GoogleOCR / GoogleOCR,"ण,न,म,य,र",और,8
107907,GoogleOCR / GoogleOCR,और,बका,3
107907,GoogleOCR / GoogleOCR,बका,योग,3
107907,GoogleOCR / GoogleOCR,योग,होनेपर,5
107907,GoogleOCR / GoogleOCR,होनेपर,संयुक्त.,8
107907,GoogleOCR / GoogleOCR,संयुक्त.,रूप,8
107907,GoogleOCR / GoogleOCR,रूप,इस,3
107907,GoogleOCR / GoogleOCR,इस,प्रकार,6
107907,GoogleOCR / GoogleOCR,प्रकार,होते,6
107907,GoogleOCR / GoogleOCR,होते,"हैं,",3
107907,GoogleOCR / GoogleOCR,"हैं,","ह,",2
107907,GoogleOCR / GoogleOCR,"स,ह,हा,हा,","हा,",7
107907,GoogleOCR / GoogleOCR,ह।,"हा,",2
107907,GoogleOCR / GoogleOCR,शब्दोंके,"हा,",8
107907,GoogleOCR / GoogleOCR,उच्चारणके,ह।,9
107907,GoogleOCR / GoogleOCR,नियम।,शब्दोंके,8
107907,GoogleOCR / GoogleOCR,हिन्दीमें,उच्चारणके,9
107907,GoogleOCR / GoogleOCR,सभी,नियम।,5
107907,GoogleOCR / GoogleOCR,शब्द,हिन्दीमें,7
107907,GoogleOCR / GoogleOCR,स्वरान्त,सभी,7
107907,GoogleOCR / GoogleOCR,लिखे,शब्द,4
107907,GoogleOCR / GoogleOCR,जाते,स्वरान्त,7
107907,GoogleOCR / GoogleOCR,"हैं,",लिखे,4
107907,GoogleOCR / GoogleOCR,पर,जाते,4
107907,GoogleOCR / GoogleOCR,कविताको,"हैं,",7
107907,GoogleOCR / GoogleOCR,छोड़,पर,4
107907,GoogleOCR / GoogleOCR,सर्वत्र,कविताको,7
107907,GoogleOCR / GoogleOCR,अकारान्त,छोड़,8
107907,GoogleOCR / GoogleOCR,शब्दोंका,सर्वत्र,7
107907,GoogleOCR / GoogleOCR,उच्चारण,अकारान्त,7
107907,GoogleOCR / GoogleOCR,व्यञ्जनान्त,शब्दोंका,10
107907,GoogleOCR / GoogleOCR,होता,उच्चारण,6
107907,GoogleOCR / GoogleOCR,है:,व्यञ्जनान्त,11
107907,GoogleOCR / GoogleOCR,"जैसे,",होता,5
107907,GoogleOCR / GoogleOCR,"भारत,",है:,5
107907,GoogleOCR / GoogleOCR,राम।,"जैसे,",5
107907,GoogleOCR / GoogleOCR,यहांत,"भारत,",4
107907,GoogleOCR / GoogleOCR,और,राम।,4
107907,GoogleOCR / GoogleOCR,म,यहांत,5
107907,GoogleOCR / GoogleOCR,स्वरान्त,और,7
107907,GoogleOCR / GoogleOCR,"हैं,",म,4
107907,GoogleOCR / GoogleOCR,पर,स्वरान्त,7
107907,GoogleOCR / GoogleOCR,इनका,"है,",4
107907,GoogleOCR / GoogleOCR,उकारण,पर,4
107907,GoogleOCR / GoogleOCR,इस,इनका,3
107907,GoogleOCR / GoogleOCR,प्रकार,'उकारण,4
107907,GoogleOCR / GoogleOCR,होता,इस,4
107907,GoogleOCR / GoogleOCR,"है,",प्रकार,6
107907,GoogleOCR / GoogleOCR,मानो,होता,4
107907,GoogleOCR / GoogleOCR,त,"है,",3
107907,GoogleOCR / GoogleOCR,और,मानो,4
107907,GoogleOCR / GoogleOCR,ममें,त,4
107907,GoogleOCR / GoogleOCR,अकार,और,3
107907,GoogleOCR / GoogleOCR,है,ममें,4
107907,GoogleOCR / GoogleOCR,ही,अकार,4
107907,GoogleOCR / GoogleOCR,नहीं।,है,4
107907,GoogleOCR / GoogleOCR,दो,ही,2
107907,GoogleOCR / GoogleOCR,अकारान्त,नहीं।,8
107907,GoogleOCR / GoogleOCR,अक्षरोंके,दो,8
107907,GoogleOCR / GoogleOCR,शब्दोंका,अकारान्त,8
107907,GoogleOCR / GoogleOCR,उच्चारण,के,7
107907,GoogleOCR / GoogleOCR,करनेके,शब्दोंका,7
107907,GoogleOCR / GoogleOCR,समय,उच्चारण,7
107907,GoogleOCR / GoogleOCR,दूसरा,करनेके,6
107907,GoogleOCR / GoogleOCR,व्यञ्जनान्त,समय,10
107907,GoogleOCR / GoogleOCR,बोला,दूसरा,4
107907,GoogleOCR / GoogleOCR,जाता,orgaान्त,7
107907,GoogleOCR / GoogleOCR,"है,",बोला,4
107907,GoogleOCR / GoogleOCR,"जैसे,",जाता,4
107907,GoogleOCR / GoogleOCR,"फल,","है,",2
107907,GoogleOCR / GoogleOCR,वल।,"जैसे,",5
107907,GoogleOCR / GoogleOCR,इसी,Satguru,7
107907,GoogleOCR / GoogleOCR,Satguru,Jagjit,5
107907,GoogleOCR / GoogleOCR,प्रकार,Singh,6
107907,GoogleOCR / GoogleOCR,Jagjit,Ji,4
107907,GoogleOCR / GoogleOCR,Singh,eLibrary,7
107907,GoogleOCR / GoogleOCR,तीन,"फल,",3
107907,GoogleOCR / GoogleOCR,Ji,NamdhariElibrary@gmail.com,25
107907,GoogleOCR / GoogleOCR,अक्षरोंके,इसी,9
107907,GoogleOCR / GoogleOCR,eLibrary,प्रकार,8
107907,GoogleOCR / GoogleOCR,शब्दोंमें,तीन,9
107907,GoogleOCR / GoogleOCR,NamdhariElibrary@gmail.com,अक्षरोंके,26
107907,GoogleOCR / GoogleOCR,"तीसरा,",शब्दोंमें,9
107907,GoogleOCR / GoogleOCR,चारमै,"तीसरा,",5
107907,GoogleOCR / GoogleOCR,दूसरा,चारमे,5
107907,GoogleOCR / GoogleOCR,और,दूसरा,4
107907,GoogleOCR / GoogleOCR,,और,2
107907,surya / SuryaOCR,बगल,यगल,1
107907,surya / SuryaOCR,"है,",है;,1
107907,surya / SuryaOCR,"लज्जा,","रुज्ना,",3
107907,surya / SuryaOCR,"क,ट,ड,",म,6
107907,surya / SuryaOCR,ढ,"क,",2
107907,surya / SuryaOCR,के,"ट,",2
107907,surya / SuryaOCR,साथ,"इ,",3
107907,surya / SuryaOCR,जय,इ,2
107907,surya / SuryaOCR,य,फे,2
107907,surya / SuryaOCR,जुड़ता,साथ,6
107907,surya / SuryaOCR,"है,",जय,3
107907,surya / SuryaOCR,तब,य,2
107907,surya / SuryaOCR,उनके,जुड़ता,6
107907,surya / SuryaOCR,रूप,"है,",3
107907,surya / SuryaOCR,इस,तथ,2
107907,surya / SuryaOCR,प्रकार,उनके,5
107907,surya / SuryaOCR,होते,रूप,4
107907,surya / SuryaOCR,"हैं:--पप,",इस,9
107907,surya / SuryaOCR,"ट्य,",प्रकार,5
107907,surya / SuryaOCR,"टन,",होते,4
107907,surya / SuryaOCR,"इय,","हैं:-क्य,",7
107907,surya / SuryaOCR,ढ्य।,"ट्य,",2
107907,surya / SuryaOCR,जय,"ट्य,",3
107907,surya / SuryaOCR,ण,डय।,3
107907,surya / SuryaOCR,किसी,जय,4
107907,surya / SuryaOCR,अन्य,ण,4
107907,surya / SuryaOCR,व्यञ्जनसे,किसी,8
107907,surya / SuryaOCR,मिल,अन्य,4
107907,surya / SuryaOCR,जाता,े,4
107907,surya / SuryaOCR,"है,",र,3
107907,surya / SuryaOCR,तब,व्यक्षनसे,9
107907,surya / SuryaOCR,उसकी,मिल,4
107907,surya / SuryaOCR,खड़ी,जाता,4
107907,surya / SuryaOCR,रेखा,"है,",4
107907,surya / SuryaOCR,गिर,तय,3
107907,surya / SuryaOCR,जाती,उसको,4
107907,surya / SuryaOCR,है।,खड़ी,4
107907,surya / SuryaOCR,कौर,रेखा,4
107907,surya / SuryaOCR,जब,गिर,3
107907,surya / SuryaOCR,अपने,जाती,4
107907,surya / SuryaOCR,धर्मफे,है,6
107907,surya / SuryaOCR,व्यञ्जनोंसे,कोर,10
107907,surya / SuryaOCR,मिलता,जय,5
107907,surya / SuryaOCR,"है,",अपने,4
107907,surya / SuryaOCR,तब,घरोंके,6
107907,surya / SuryaOCR,भी,व्यनोंसे,8
107907,surya / SuryaOCR,रूप,मिलता,5
107907,surya / SuryaOCR,इसी,"है,",3
107907,surya / SuryaOCR,प्रकार,तय,6
107907,surya / SuryaOCR,बदल,भी,3
107907,surya / SuryaOCR,जाता,रूप,4
107907,surya / SuryaOCR,है।,इसी,3
107907,surya / SuryaOCR,पर,प्रकार,4
107907,surya / SuryaOCR,उच्चारण,यदल,7
107907,surya / SuryaOCR,नके,जाता,4
107907,surya / SuryaOCR,समान,है।,4
107907,surya / SuryaOCR,होता,पर,4
107907,surya / SuryaOCR,है;,उच्चारण,7
107907,surya / SuryaOCR,"जैसे,",नके,4
107907,surya / SuryaOCR,"कण्टक,",समान,6
107907,surya / SuryaOCR,ठण्ड।,होता,5
107907,surya / SuryaOCR,क,है:,3
107907,surya / SuryaOCR,गोर,"जैसे,",5
107907,surya / SuryaOCR,व,"कपटक,",5
107907,surya / SuryaOCR,योग,ठण्ड।,5
107907,surya / SuryaOCR,व,क,1
107907,surya / SuryaOCR,कके,बोर,3
107907,surya / SuryaOCR,नीचे,घफे,3
107907,surya / SuryaOCR,लिखा,योगमें,6
107907,surya / SuryaOCR,जाता,व,4
107907,surya / SuryaOCR,"है,",कके,3
107907,surya / SuryaOCR,जसे,गीचे,3
107907,surya / SuryaOCR,क।,लिखा,4
107907,surya / SuryaOCR,जब,जाता,3
107907,surya / SuryaOCR,पका,"है,",3
107907,surya / SuryaOCR,संगोगट,जसे,6
107907,surya / SuryaOCR,या,क।,2
107907,surya / SuryaOCR,उसे,जय,3
107907,surya / SuryaOCR,होता,पका,3
107907,surya / SuryaOCR,"है,",संगोग,5
107907,surya / SuryaOCR,तब,र,2
107907,surya / SuryaOCR,वह,या,2
107907,surya / SuryaOCR,इन,उसे,3
107907,surya / SuryaOCR,अक्षरोंके,होता,8
107907,surya / SuryaOCR,ऊपर,"है,",3
107907,surya / SuryaOCR,लिखा,तय,4
107907,surya / SuryaOCR,जाता,घट,4
107907,surya / SuryaOCR,"है,",इन,3
107907,surya / SuryaOCR,जैसे,अक्षरोंके,8
107907,surya / SuryaOCR,"एए,,",इ,4
107907,surya / SuryaOCR,प्ट।,ठपर,4
107907,surya / SuryaOCR,के,लिखा,4
107907,surya / SuryaOCR,साथ,जाता,3
107907,surya / SuryaOCR,"ण,न,म,य,र",है;,9
107907,surya / SuryaOCR,और,जैसे,4
107907,surya / SuryaOCR,बका,"ए,",3
107907,surya / SuryaOCR,योग,ए।,3
107907,surya / SuryaOCR,होनेपर,हफ़े,4
107907,surya / SuryaOCR,संयुक्त.,साथ,7
107907,surya / SuryaOCR,रूप,"ण,न,म,य,र",9
107907,surya / SuryaOCR,इस,और,2
107907,surya / SuryaOCR,प्रकार,वका,4
107907,surya / SuryaOCR,होते,योग,3
107907,surya / SuryaOCR,"हैं,",होनेपर,5
107907,surya / SuryaOCR,"स,ह,हा,हा,",संयुक्त.,9
107907,surya / SuryaOCR,ह।,रुप,3
