Page ID,Model Name,Ground Truth,OCR Text,Edit Distance
174761,OpenYoja/V-01.05.01.00,में,चोट,3
174761,OpenYoja/V-01.05.01.00,चोट,पहुंचाए,6
174761,OpenYoja/V-01.05.01.00,पहुंचाए,बिना,6
174761,OpenYoja/V-01.05.01.00,बिना,मनुष्य,6
174761,OpenYoja/V-01.05.01.00,मनुष्य,का,6
174761,OpenYoja/V-01.05.01.00,का,जीवन,4
174761,OpenYoja/V-01.05.01.00,जीवन,व्यतित,6
174761,OpenYoja/V-01.05.01.00,व्यतित,करना,6
174761,OpenYoja/V-01.05.01.00,करना,असंभव,5
174761,OpenYoja/V-01.05.01.00,असंभव,है,5
174761,OpenYoja/V-01.05.01.00,है।,यहां,3
174761,OpenYoja/V-01.05.01.00,यहां,दूसरों,5
174761,OpenYoja/V-01.05.01.00,दूसरों,को,5
174761,OpenYoja/V-01.05.01.00,को,अनावश्यक,8
174761,OpenYoja/V-01.05.01.00,अनावश्यक,पीड़ा,8
174761,OpenYoja/V-01.05.01.00,पीड़ा,देने,5
174761,OpenYoja/V-01.05.01.00,देने,से,3
174761,OpenYoja/V-01.05.01.00,से,दूर,3
174761,OpenYoja/V-01.05.01.00,दूर,रहने,4
174761,OpenYoja/V-01.05.01.00,रहने,का,4
174761,OpenYoja/V-01.05.01.00,का,प्रयत्न,7
174761,OpenYoja/V-01.05.01.00,प्रयत्न,बहुत,6
174761,OpenYoja/V-01.05.01.00,बहुत,ही,3
174761,OpenYoja/V-01.05.01.00,ही,महत्वपूर्ण,9
174761,OpenYoja/V-01.05.01.00,महत्वपूर्ण,है,9
174761,OpenYoja/V-01.05.01.00,है।,बिना,4
174761,OpenYoja/V-01.05.01.00,बिना,किसी,3
174761,OpenYoja/V-01.05.01.00,किसी,कारण,3
174761,OpenYoja/V-01.05.01.00,कारण,के,3
174761,OpenYoja/V-01.05.01.00,के,या,2
174761,OpenYoja/V-01.05.01.00,या,छोटी,4
174761,OpenYoja/V-01.05.01.00,छोटी,सी,3
174761,OpenYoja/V-01.05.01.00,सी,किसी,2
174761,OpenYoja/V-01.05.01.00,किसी,बात,4
174761,OpenYoja/V-01.05.01.00,बात,पर,3
174761,OpenYoja/V-01.05.01.00,पर,किसी,4
174761,OpenYoja/V-01.05.01.00,किसी,को,3
174761,OpenYoja/V-01.05.01.00,को,दुख,3
174761,OpenYoja/V-01.05.01.00,दुख,पहुंचाना,7
174761,OpenYoja/V-01.05.01.00,पहुंचाना,अनुचित,6
174761,OpenYoja/V-01.05.01.00,अनुचित,"है,",6
174761,OpenYoja/V-01.05.01.00,"है,",परन्तु,6
174761,OpenYoja/V-01.05.01.00,परन्तु,तुम्हारे,7
174761,OpenYoja/V-01.05.01.00,तुम्हारे,चरित्रधन,8
174761,OpenYoja/V-01.05.01.00,चरित्रधन,को,8
174761,OpenYoja/V-01.05.01.00,को,कुड़ेदान,7
174761,OpenYoja/V-01.05.01.00,कुड़ेदान,में,7
174761,OpenYoja/V-01.05.01.00,में,न,3
174761,OpenYoja/V-01.05.01.00,न,फेंकने,5
174761,OpenYoja/V-01.05.01.00,फेंकने,से,5
174761,OpenYoja/V-01.05.01.00,से,अगर,3
174761,OpenYoja/V-01.05.01.00,अगर,किसी,4
174761,OpenYoja/V-01.05.01.00,किसी,लंपट,4
174761,OpenYoja/V-01.05.01.00,लंपट,व्यक्ति,7
174761,OpenYoja/V-01.05.01.00,व्यक्ति,को,6
174761,OpenYoja/V-01.05.01.00,को,दुख,3
174761,OpenYoja/V-01.05.01.00,दुख,पहुँचाता,7
174761,OpenYoja/V-01.05.01.00,पहुँचाता,है,7
174761,OpenYoja/V-01.05.01.00,है,तो,2
174761,OpenYoja/V-01.05.01.00,तो,उसके,4
174761,OpenYoja/V-01.05.01.00,उसके,दुखी,4
174761,OpenYoja/V-01.05.01.00,दुखी,होने,4
174761,OpenYoja/V-01.05.01.00,होने,की,4
174761,OpenYoja/V-01.05.01.00,की,परवाह,5
174761,OpenYoja/V-01.05.01.00,परवाह,नहीं,5
174761,OpenYoja/V-01.05.01.00,नहीं,करनी,4
174761,OpenYoja/V-01.05.01.00,करनी,चाहिए,5
174761,OpenYoja/V-01.05.01.00,चाहिए।,कोई,6
174761,OpenYoja/V-01.05.01.00,कोई,लंपट,4
174761,OpenYoja/V-01.05.01.00,लंपट,तुम्हारे,8
174761,OpenYoja/V-01.05.01.00,तुम्हारे,साथ,7
174761,OpenYoja/V-01.05.01.00,साथ,एक,3
174761,OpenYoja/V-01.05.01.00,एक,ही,2
174761,OpenYoja/V-01.05.01.00,ही,विस्तर,6
174761,OpenYoja/V-01.05.01.00,विस्तर,में,6
174761,OpenYoja/V-01.05.01.00,में,नहीं,3
174761,OpenYoja/V-01.05.01.00,नहीं,सो,4
174761,OpenYoja/V-01.05.01.00,सो,पाने,4
174761,OpenYoja/V-01.05.01.00,पाने,पर,3
174761,OpenYoja/V-01.05.01.00,पर,उसे,3
174761,OpenYoja/V-01.05.01.00,उसे,दुख,3
174761,OpenYoja/V-01.05.01.00,दुख,होता,4
174761,OpenYoja/V-01.05.01.00,होता,है,3
174761,OpenYoja/V-01.05.01.00,है,इसलिए,5
174761,OpenYoja/V-01.05.01.00,इसलिए,तुम,5
174761,OpenYoja/V-01.05.01.00,तुम,उसे,3
174761,OpenYoja/V-01.05.01.00,उसे,अपने,3
174761,OpenYoja/V-01.05.01.00,अपने,मकान,4
174761,OpenYoja/V-01.05.01.00,मकान,में,3
174761,OpenYoja/V-01.05.01.00,में,ठहरने,5
174761,OpenYoja/V-01.05.01.00,ठहरने,या।,5
174761,OpenYoja/V-01.05.01.00,या,तुम्हारे,7
174761,OpenYoja/V-01.05.01.00,तुम्हारे,साथ,7
174761,OpenYoja/V-01.05.01.00,साथ,एक,3
174761,OpenYoja/V-01.05.01.00,एक,ही,2
174761,OpenYoja/V-01.05.01.00,ही,विस्तर,6
174761,OpenYoja/V-01.05.01.00,विस्तर,पर,5
174761,OpenYoja/V-01.05.01.00,पर,सोने,4
174761,OpenYoja/V-01.05.01.00,सोने,की,4
174761,OpenYoja/V-01.05.01.00,की,अनुमति,6
174761,OpenYoja/V-01.05.01.00,अनुमति,नही,5
174761,OpenYoja/V-01.05.01.00,नहीं,दे,4
174761,OpenYoja/V-01.05.01.00,दे,सकते,3
174761,OpenYoja/V-01.05.01.00,सकते,हो,4
174761,OpenYoja/V-01.05.01.00,हो।,कोई,2
174761,OpenYoja/V-01.05.01.00,कोई,चोर,2
174761,OpenYoja/V-01.05.01.00,चोर,को,2
174761,OpenYoja/V-01.05.01.00,को,अगर,3
174761,OpenYoja/V-01.05.01.00,अगर,तुम्हारा,7
174761,OpenYoja/V-01.05.01.00,तुम्हारा,पाकेट,8
174761,OpenYoja/V-01.05.01.00,पॉकेट,नहीं।,5
174761,OpenYoja/V-01.05.01.00,नहीं,काट,4
174761,OpenYoja/V-01.05.01.00,काट,पाने,3
174761,OpenYoja/V-01.05.01.00,पाने,पर,3
174761,OpenYoja/V-01.05.01.00,पर,उसे,3
174761,OpenYoja/V-01.05.01.00,उसे,दुख,3
174761,OpenYoja/V-01.05.01.00,दुख,होता,4
174761,OpenYoja/V-01.05.01.00,होता,है,3
174761,OpenYoja/V-01.05.01.00,है,तो,2
174761,OpenYoja/V-01.05.01.00,तो,तुम,2
174761,OpenYoja/V-01.05.01.00,तुम,उसे,3
174761,OpenYoja/V-01.05.01.00,उसे,अपना,4
174761,OpenYoja/V-01.05.01.00,अपना,पाकेट,5
174761,OpenYoja/V-01.05.01.00,पॉकेट,काटने,5
174761,OpenYoja/V-01.05.01.00,काटने,की,4
174761,OpenYoja/V-01.05.01.00,की,सुविधा,6
174761,OpenYoja/V-01.05.01.00,सुविधा,नही,6
174761,OpenYoja/V-01.05.01.00,नहीं,दे,4
174761,OpenYoja/V-01.05.01.00,दे,सकते,3
174761,OpenYoja/V-01.05.01.00,सकते,हो,4
174761,OpenYoja/V-01.05.01.00,हो।,कोई,2
174761,OpenYoja/V-01.05.01.00,कोई,दूसरों,5
174761,OpenYoja/V-01.05.01.00,दूसरों,को,5
174761,OpenYoja/V-01.05.01.00,को,पीड़ा,5
174761,OpenYoja/V-01.05.01.00,पीड़ा,देनेवाला,7
174761,OpenYoja/V-01.05.01.00,देनेवाला,व्यक्ति,8
174761,OpenYoja/V-01.05.01.00,व्यक्ति,5,7
174761,OpenYoja/V-01.05.01.00,57,र.,2
174761,OpenYoja/V-01.05.01.00,Collected,,9
174761,OpenYoja/V-01.05.01.00,by,,2
174761,OpenYoja/V-01.05.01.00,Mukherjee,,9
174761,OpenYoja/V-01.05.01.00,"TK,",,3
174761,OpenYoja/V-01.05.01.00,Dhanbad,,7
174761,OpenYoja/V-01.05.03.00,है।,है,1
174761,OpenYoja/V-01.05.03.00,क्योंकि,कि,5
174761,OpenYoja/V-01.05.03.00,है।,है,1
174761,OpenYoja/V-01.05.03.00,"है,",अथवा,4
174761,OpenYoja/V-01.05.03.00,अथवा,सामाजिक,6
174761,OpenYoja/V-01.05.03.00,सामाजिक,व्यवधान,7
174761,OpenYoja/V-01.05.03.00,व्यवधान,या,5
174761,OpenYoja/V-01.05.03.00,या,दूरी,4
174761,OpenYoja/V-01.05.03.00,दूरी,के,4
174761,OpenYoja/V-01.05.03.00,के,कारण,3
174761,OpenYoja/V-01.05.03.00,कारण,संभव,4
174761,OpenYoja/V-01.05.03.00,संभव,नहीं,4
174761,OpenYoja/V-01.05.03.00,नहीं,है,3
174761,OpenYoja/V-01.05.03.00,है,उसे,3
174761,OpenYoja/V-01.05.03.00,उसे,मन,3
174761,OpenYoja/V-01.05.03.00,मन,ही,2
174761,OpenYoja/V-01.05.03.00,ही,मन,2
174761,OpenYoja/V-01.05.03.00,मन,संयम,4
174761,OpenYoja/V-01.05.03.00,संयम,की,4
174761,OpenYoja/V-01.05.03.00,की,ओर,2
174761,OpenYoja/V-01.05.03.00,ओर,आकर्षित,6
174761,OpenYoja/V-01.05.03.00,आकर्षित,करना,5
174761,OpenYoja/V-01.05.03.00,करना,चाहिए।,6
174761,OpenYoja/V-01.05.03.00,चाहिए।,यह,5
174761,OpenYoja/V-01.05.03.00,यह,लाभदायक,6
174761,OpenYoja/V-01.05.03.00,लाभदायक,सिद्ध,6
174761,OpenYoja/V-01.05.03.00,सिद्ध,होगा,5
174761,OpenYoja/V-01.05.03.00,होगा।,यह,5
174761,OpenYoja/V-01.05.03.00,यह,उपदेश,5
174761,OpenYoja/V-01.05.03.00,उपदेश,प्रत्यक्ष,9
174761,OpenYoja/V-01.05.03.00,प्रत्यक्ष,अनुभव,9
174761,OpenYoja/V-01.05.03.00,अनुभव,और,5
174761,OpenYoja/V-01.05.03.00,और,वास्तविक,8
174761,OpenYoja/V-01.05.03.00,वास्तविक,घटनाओं,8
174761,OpenYoja/V-01.05.03.00,घटनाओं,पर,6
174761,OpenYoja/V-01.05.03.00,पर,आधारित,5
174761,OpenYoja/V-01.05.03.00,आधारित,है,6
174761,OpenYoja/V-01.05.03.00,है।,वृथा,4
174761,OpenYoja/V-01.05.03.00,वृथा,क्लेश-देना,9
174761,OpenYoja/V-01.05.03.00,क्लेश,भगवान,5
174761,OpenYoja/V-01.05.03.00,देना,की,4
174761,OpenYoja/V-01.05.03.00,भगवान,इस,5
174761,OpenYoja/V-01.05.03.00,की,सृष्टि,6
174761,OpenYoja/V-01.05.03.00,इस,में,3
174761,OpenYoja/V-01.05.03.00,सृष्टि,कोई,6
174761,OpenYoja/V-01.05.03.00,में,कितना,5
